"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.";"Município";"Ano"
"2512788";"Riacho de Santo Antônio (PB)";"1856"
"2512804";"Riacho dos Cavalos (PB)";"8513"
"2512903";"Rio Tinto (PB)";"23883"
"2513000";"Salgadinho (PB)";"3752"
"2513109";"Salgado de São Félix (PB)";"12144"
"2513158";"Santa Cecília (PB)";"6610"
"2513208";"Santa Cruz (PB)";"6573"
"2513307";"Santa Helena (PB)";"5949"
"2513356";"Santa Inês (PB)";"3592"
"2513406";"Santa Luzia (PB)";"15145"
"2513505";"Santana de Mangueira (PB)";"5292"
"2513604";"Santana dos Garrotes (PB)";"7209"
"2513653";"Joca Claudino (PB)";"2669"
"2513703";"Santa Rita (PB)";"132871"
"2513802";"Santa Teresinha (PB)";"4612"
"2513851";"Santo André (PB)";"2565"
"2513901";"São Bento (PB)";"32651"
"2513927";"São Bentinho (PB)";"4355"
"2513943";"São Domingos do Cariri (PB)";"2522"
"2513968";"São Domingos (PB)";"2999"
"2513984";"São Francisco (PB)";"3389"
"2514008";"São João do Cariri (PB)";"4352"
"2514107";"São João do Tigre (PB)";"4442"
"2514206";"São José da Lagoa Tapada (PB)";"7674"
"2514305";"São José de Caiana (PB)";"6179"
"2514404";"São José de Espinharas (PB)";"4738"
"2514453";"São José dos Ramos (PB)";"5762"
"2514503";"São José de Piranhas (PB)";"19732"
"2514552";"São José de Princesa (PB)";"4077"
"2514602";"São José do Bonfim (PB)";"3411"
"2514651";"São José do Brejo do Cruz (PB)";"1753"
"2514701";"São José do Sabugi (PB)";"4102"
"2514800";"São José dos Cordeiros (PB)";"3749"
"2514909";"São Mamede (PB)";"7794"
"2515005";"São Miguel de Taipu (PB)";"6970"
"2515104";"São Sebastião de Lagoa de Roça (PB)";"11495"
"2515203";"São Sebastião do Umbuzeiro (PB)";"3380"
"2515302";"Sapé (PB)";"51700"
"2515401";"São Vicente do Seridó (PB)";"10701"
"2515500";"Serra Branca (PB)";"13409"
"2515609";"Serra da Raiz (PB)";"3190"
"2515708";"Serra Grande (PB)";"3055"
"2515807";"Serra Redonda (PB)";"7089"
"2515906";"Serraria (PB)";"6218"
"2515930";"Sertãozinho (PB)";"4728"
"2515971";"Sobrado (PB)";"7623"
"2516003";"Solânea (PB)";"26431"
"2516102";"Soledade (PB)";"14418"
"2516151";"Sossêgo (PB)";"3376"
"2516201";"Sousa (PB)";"68030"
"2516300";"Sumé (PB)";"16595"
"2516409";"Tacima (PB)";"10665"
"2516508";"Taperoá (PB)";"15190"
"2516607";"Tavares (PB)";"14467"
"2516706";"Teixeira (PB)";"14739"
"2516755";"Tenório (PB)";"2951"
"2516805";"Triunfo (PB)";"9410"
"2516904";"Uiraúna (PB)";"15062"
"2517001";"Umbuzeiro (PB)";"9862"
"2517100";"Várzea (PB)";"2668"
"2517209";"Vieirópolis (PB)";"5228"
"2517407";"Zabelê (PB)";"2169"
"2600054";"Abreu e Lima (PE)";"97786"
"2600104";"Afogados da Ingazeira (PE)";"36379"
"2600203";"Afrânio (PE)";"18625"
"2600302";"Agrestina (PE)";"23842"
"2600401";"Água Preta (PE)";"34978"
"2600500";"Águas Belas (PE)";"42008"
"2600609";"Alagoinha (PE)";"14155"
"2600708";"Aliança (PE)";"38242"
"2600807";"Altinho (PE)";"22853"
"2600906";"Amaraji (PE)";"22555"
"2601003";"Angelim (PE)";"10706"
"2601052";"Araçoiaba (PE)";"19333"
"2601102";"Araripina (PE)";"80577"
"2601201";"Arcoverde (PE)";"72102"
"2601300";"Barra de Guabiraba (PE)";"13523"
"2601409";"Barreiros (PE)";"41987"
"2601508";"Belém de Maria (PE)";"11777"
"2601607";"Belém do São Francisco (PE)";"20680"
"2601706";"Belo Jardim (PE)";"74902"
"2601805";"Betânia (PE)";"12433"
"2601904";"Bezerros (PE)";"60213"
"2602001";"Bodocó (PE)";"36783"
"2602100";"Bom Conselho (PE)";"47273"
"2602209";"Bom Jardim (PE)";"38816"
"2602308";"Bonito (PE)";"38287"
"2602407";"Brejão (PE)";"9006"
"2602506";"Brejinho (PE)";"7464"
"2602605";"Brejo da Madre de Deus (PE)";"47972"
"2602704";"Buenos Aires (PE)";"12934"
"2602803";"Buíque (PE)";"55268"
"2602902";"Cabo de Santo Agostinho (PE)";"196152"
"2603009";"Cabrobó (PE)";"32596"
"2603108";"Cachoeirinha (PE)";"19674"
"2603207";"Caetés (PE)";"27766"
"2603306";"Calçado (PE)";"11223"
"2603405";"Calumbi (PE)";"5754"
"2603454";"Camaragibe (PE)";"151587"
"2603504";"Camocim de São Félix (PE)";"17980"
"2603603";"Camutanga (PE)";"8405"
"2603702";"Canhotinho (PE)";"24918"
"2603801";"Capoeiras (PE)";"20004"
"2603900";"Carnaíba (PE)";"19187"
"2603926";"Carnaubeira da Penha (PE)";"12387"
"2604007";"Carpina (PE)";"79308"
"2604106";"Caruaru (PE)";"337416"
"2604155";"Casinhas (PE)";"14159"
"2604205";"Catende (PE)";"40328"
"2604304";"Cedro (PE)";"11323"
"2604403";"Chã de Alegria (PE)";"13002"
"2604502";"Chã Grande (PE)";"21006"
"2604601";"Condado (PE)";"25435"
"2604700";"Correntes (PE)";"17830"
"2604809";"Cortês (PE)";"12647"
"2604908";"Cumaru (PE)";"14815"
"2605004";"Cupira (PE)";"23695"
"2605103";"Custódia (PE)";"35574"
"2605152";"Dormentes (PE)";"17925"
"2605202";"Escada (PE)";"66419"
"2605301";"Exu (PE)";"32076"
"2605400";"Feira Nova (PE)";"21444"
"2605459";"Fernando de Noronha (PE)";"2837"
"2605509";"Ferreiros (PE)";"11850"
"2605608";"Flores (PE)";"22610"
"2605707";"Floresta (PE)";"31088"
"2605806";"Frei Miguelinho (PE)";"14932"
"2605905";"Gameleira (PE)";"29515"
"2606002";"Garanhuns (PE)";"135138"
"2606101";"Glória do Goitá (PE)";"30000"
"2606200";"Goiana (PE)";"77945"
"2606309";"Granito (PE)";"7191"
"2606408";"Gravatá (PE)";"80450"
"2606507";"Iati (PE)";"18913"
"2606606";"Ibimirim (PE)";"28197"
"2606705";"Ibirajuba (PE)";"7714"
"2606804";"Igarassu (PE)";"109322"
"2606903";"Iguaracy (PE)";"12097"
"2607000";"Inajá (PE)";"21003"
"2607109";"Ingazeira (PE)";"4570"
"2607208";"Ipojuca (PE)";"87926"
"2607307";"Ipubi (PE)";"30037"
"2607406";"Itacuruba (PE)";"4643"
"2607505";"Itaíba (PE)";"26651"
"2607604";"Ilha de Itamaracá (PE)";"23923"
"2607653";"Itambé (PE)";"36233"
"2607703";"Itapetim (PE)";"13932"
"2607752";"Itapissuma (PE)";"25220"
"2607802";"Itaquitinga (PE)";"16638"
"2607901";"Jaboatão dos Guararapes (PE)";"675599"
"2607950";"Jaqueira (PE)";"11696"
"2608008";"Jataúba (PE)";"16679"
"2608057";"Jatobá (PE)";"14464"
"2608107";"João Alfredo (PE)";"32355"
"2608206";"Joaquim Nabuco (PE)";"16056"
"2608255";"Jucati (PE)";"11061"
"2608305";"Jupi (PE)";"14325"
"2608404";"Jurema (PE)";"15050"
"2608453";"Lagoa do Carro (PE)";"17034"
"2608503";"Lagoa de Itaenga (PE)";"21210"
"2608602";"Lagoa do Ouro (PE)";"12685"
"2608701";"Lagoa dos Gatos (PE)";"16100"
"2608750";"Lagoa Grande (PE)";"24183"
"2608800";"Lajedo (PE)";"38545"
"2608909";"Limoeiro (PE)";"56407"
"2609006";"Macaparana (PE)";"24793"
"2609105";"Machados (PE)";"14770"
"2609154";"Manari (PE)";"19788"
"2609204";"Maraial (PE)";"12009"
"2609303";"Mirandiba (PE)";"14915"
"2609402";"Moreno (PE)";"59836"
"2609501";"Nazaré da Mata (PE)";"31834"
"2609600";"Olinda (PE)";"388127"
"2609709";"Orobó (PE)";"23552"
"2609808";"Orocó (PE)";"14071"
"2609907";"Ouricuri (PE)";"67689"
"2610004";"Palmares (PE)";"61731"
"2610103";"Palmeirina (PE)";"8191"
"2610202";"Panelas (PE)";"26515"
"2610301";"Paranatama (PE)";"11399"
"2610400";"Parnamirim (PE)";"20990"
"2610509";"Passira (PE)";"29082"
"2610608";"Paudalho (PE)";"54051"
"2610707";"Paulista (PE)";"316714"
"2610806";"Pedra (PE)";"21558"
"2610905";"Pesqueira (PE)";"65374"
"2611002";"Petrolândia (PE)";"34523"
"2611101";"Petrolina (PE)";"319893"
"2611200";"Poção (PE)";"11261"
"2611309";"Pombos (PE)";"26716"
"2611408";"Primavera (PE)";"14200"
"2611507";"Quipapá (PE)";"25220"
"2611533";"Quixaba (PE)";"6846"
"2611606";"Recife (PE)";"1599513"
"2611705";"Riacho das Almas (PE)";"19947"
"2611804";"Ribeirão (PE)";"46200"
"2611903";"Rio Formoso (PE)";"22970"
"2612000";"Sairé (PE)";"10835"
"2612109";"Salgadinho (PE)";"10076"
"2612208";"Salgueiro (PE)";"59037"
"2612307";"Saloá (PE)";"15702"
"2612406";"Sanharó (PE)";"24049"
"2612455";"Santa Cruz (PE)";"14487"
"2612471";"Santa Cruz da Baixa Verde (PE)";"12240"
"2612505";"Santa Cruz do Capibaribe (PE)";"96908"
"2612554";"Santa Filomena (PE)";"13977"
"2612604";"Santa Maria da Boa Vista (PE)";"40908"
"2612703";"Santa Maria do Cambucá (PE)";"13626"
"2612802";"Santa Terezinha (PE)";"11411"
"2612901";"São Benedito do Sul (PE)";"14900"
"2613008";"São Bento do Una (PE)";"56413"
"2613107";"São Caitano (PE)";"36485"
"2613206";"São João (PE)";"22162"
"2613305";"São Joaquim do Monte (PE)";"21079"
"2613404";"São José da Coroa Grande (PE)";"19663"
"2613503";"São José do Belmonte (PE)";"33541"
"2613602";"São José do Egito (PE)";"33105"
"2613701";"São Lourenço da Mata (PE)";"108301"
"2613800";"São Vicente Férrer (PE)";"17612"
"2613909";"Serra Talhada (PE)";"83051"
"2614006";"Serrita (PE)";"18951"
"2614105";"Sertânia (PE)";"35042"
"2614204";"Sirinhaém (PE)";"43036"
"2614303";"Moreilândia (PE)";"11246"
"2614402";"Solidão (PE)";"5918"
"2614501";"Surubim (PE)";"61875"
"2614600";"Tabira (PE)";"27591"
"2614709";"Tacaimbó (PE)";"12932"
"2614808";"Tacaratu (PE)";"23833"
"2614857";"Tamandaré (PE)";"22046"
"2615003";"Taquaritinga do Norte (PE)";"26772"
"2615102";"Terezinha (PE)";"6991"
"2615201";"Terra Nova (PE)";"9916"
"2615300";"Timbaúba (PE)";"54115"
"2615409";"Toritama (PE)";"39913"
"2615508";"Tracunhaém (PE)";"13497"
"2615607";"Trindade (PE)";"27756"
"2615706";"Triunfo (PE)";"15280"
"2615805";"Tupanatinga (PE)";"25882"
"2615904";"Tuparetama (PE)";"8129"
"2616001";"Venturosa (PE)";"17455"
"2616100";"Verdejante (PE)";"9408"
"2616183";"Vertente do Lério (PE)";"7859"
"2616209";"Vertentes (PE)";"19457"
"2616308";"Vicência (PE)";"31866"
"2616407";"Vitória de Santo Antão (PE)";"133907"
"2616506";"Xexéu (PE)";"14513"
"2700102";"Água Branca (AL)";"20545"
"2700201";"Anadia (AL)";"17989"
"2700300";"Arapiraca (AL)";"227640"
"2700409";"Atalaia (AL)";"46787"
"2700508";"Barra de Santo Antônio (AL)";"15377"
"2700607";"Barra de São Miguel (AL)";"8112"
"2700706";"Batalha (AL)";"18201"
"2700805";"Belém (AL)";"4737"
"2700904";"Belo Monte (AL)";"6751"
"2701001";"Boca da Mata (AL)";"27074"
"2701100";"Branquinha (AL)";"10823"
"2701209";"Cacimbinhas (AL)";"10729"
"2701308";"Cajueiro (AL)";"21480"
"2701357";"Campestre (AL)";"6925"
"2701407";"Campo Alegre (AL)";"55161"
"2701506";"Campo Grande (AL)";"9631"
"2701605";"Canapi (AL)";"17880"
"2701704";"Capela (AL)";"17266"
"2701803";"Carneiros (AL)";"8758"
"2701902";"Chã Preta (AL)";"7413"
"2702009";"Coité do Nóia (AL)";"11110"
"2702108";"Colônia Leopoldina (AL)";"21307"
"2702207";"Coqueiro Seco (AL)";"5817"
"2702306";"Coruripe (AL)";"55648"
"2702355";"Craíbas (AL)";"23885"
"2702405";"Delmiro Gouveia (AL)";"50999"
"2702504";"Dois Riachos (AL)";"11234"
"2702553";"Estrela de Alagoas (AL)";"18123"
"2702603";"Feira Grande (AL)";"22377"
"2702702";"Feliz Deserto (AL)";"4678"
"2702801";"Flexeiras (AL)";"12862"
"2702900";"Girau do Ponciano (AL)";"39657"
"2703007";"Ibateguara (AL)";"15762"
"2703106";"Igaci (AL)";"26051"
"2703205";"Igreja Nova (AL)";"24328"
"2703304";"Inhapi (AL)";"18516"
"2703403";"Jacaré dos Homens (AL)";"5511"
"2703502";"Jacuípe (AL)";"7193"
"2703601";"Japaratinga (AL)";"8234"
"2703700";"Jaramataia (AL)";"5718"
"2703759";"Jequiá da Praia (AL)";"11969"
"2703809";"Joaquim Gomes (AL)";"23813"
"2703908";"Jundiá (AL)";"4275"
"2704005";"Junqueiro (AL)";"25073"
"2704104";"Lagoa da Canoa (AL)";"18566"
"2704203";"Limoeiro de Anadia (AL)";"28244"
"2704302";"Maceió (AL)";"996733"
"2704401";"Major Isidoro (AL)";"19874"
"2704500";"Maragogi (AL)";"31299"
"2704609";"Maravilha (AL)";"10168"
"2704708";"Marechal Deodoro (AL)";"49853"
"2704807";"Maribondo (AL)";"13807"
"2704906";"Mar Vermelho (AL)";"3698"
"2705002";"Mata Grande (AL)";"25349"
"2705101";"Matriz de Camaragibe (AL)";"25005"
"2705200";"Messias (AL)";"17110"
"2705309";"Minador do Negrão (AL)";"5439"
"2705408";"Monteirópolis (AL)";"7219"
"2705507";"Murici (AL)";"28158"
"2705606";"Novo Lino (AL)";"12479"
"2705705";"Olho d'Água das Flores (AL)";"21499"
"2705804";"Olho d'Água do Casado (AL)";"9114"
"2705903";"Olho d'Água Grande (AL)";"5159"
"2706000";"Olivença (AL)";"11594"
"2706109";"Ouro Branco (AL)";"11409"
"2706208";"Palestina (AL)";"4934"
"2706307";"Palmeira dos Índios (AL)";"73532"
"2706406";"Pão de Açúcar (AL)";"24975"
"2706422";"Pariconha (AL)";"10674"
"2706448";"Paripueira (AL)";"12474"
"2706505";"Passo de Camaragibe (AL)";"15372"
"2706604";"Paulo Jacinto (AL)";"7685"
"2706703";"Penedo (AL)";"63595"
"2706802";"Piaçabuçu (AL)";"17941"
"2706901";"Pilar (AL)";"35003"
"2707008";"Pindoba (AL)";"2961"
"2707107";"Piranhas (AL)";"24556"
"2707206";"Poço das Trincheiras (AL)";"14401"
"2707305";"Porto Calvo (AL)";"27047"
"2707404";"Porto de Pedras (AL)";"8362"
"2707503";"Porto Real do Colégio (AL)";"20066"
"2707602";"Quebrangulo (AL)";"11700"
"2707701";"Rio Largo (AL)";"71834"
"2707800";"Roteiro (AL)";"6836"
"2707909";"Santa Luzia do Norte (AL)";"7257"
"2708006";"Santana do Ipanema (AL)";"47352"
"2708105";"Santana do Mundaú (AL)";"11134"
"2708204";"São Brás (AL)";"7006"
"2708303";"São José da Laje (AL)";"23847"
"2708402";"São José da Tapera (AL)";"31867"
"2708501";"São Luís do Quitunde (AL)";"34239"
"2708600";"São Miguel dos Campos (AL)";"59077"
"2708709";"São Miguel dos Milagres (AL)";"7709"
"2708808";"São Sebastião (AL)";"33826"
"2708907";"Satuba (AL)";"15737"
"2708956";"Senador Rui Palmeira (AL)";"13765"
"2709004";"Tanque d'Arca (AL)";"6374"
"2709103";"Taquarana (AL)";"19725"
"2709152";"Teotônio Vilela (AL)";"43605"
"2709202";"Traipu (AL)";"27488"
"2709301";"União dos Palmares (AL)";"65495"
"2709400";"Viçosa (AL)";"26289"
"2800100";"Amparo do São Francisco (SE)";"2358"
"2800209";"Aquidabã (SE)";"21023"
"2800308";"Aracaju (SE)";"614577"
"2800407";"Arauá (SE)";"10796"
"2800506";"Areia Branca (SE)";"17825"
"2800605";"Barra dos Coqueiros (SE)";"27495"
"2800670";"Boquim (SE)";"26529"
"2800704";"Brejo Grande (SE)";"8110"
"2801009";"Campo do Brito (SE)";"17594"
"2801108";"Canhoba (SE)";"4057"
"2801207";"Canindé de São Francisco (SE)";"27136"
"2801306";"Capela (SE)";"32666"
"2801405";"Carira (SE)";"21109"
"2801504";"Carmópolis (SE)";"14937"
"2801603";"Cedro de São João (SE)";"5846"
"2801702";"Cristinápolis (SE)";"17536"
"2801900";"Cumbe (SE)";"3955"
"2802007";"Divina Pastora (SE)";"4715"
"2802106";"Estância (SE)";"67491"
"2802205";"Feira Nova (SE)";"5529"
"2802304";"Frei Paulo (SE)";"14730"
"2802403";"Gararu (SE)";"11712"
"2802502";"General Maynard (SE)";"3143"
"2802601";"Gracho Cardoso (SE)";"5824"
"2802700";"Ilha das Flores (SE)";"8582"
"2802809";"Indiaroba (SE)";"16940"
"2802908";"Itabaiana (SE)";"91873"
"2803005";"Itabaianinha (SE)";"40821"
"2803104";"Itabi (SE)";"5048"
"2803203";"Itaporanga d'Ajuda (SE)";"32496"
"2803302";"Japaratuba (SE)";"17903"
"2803401";"Japoatã (SE)";"13253"
"2803500";"Lagarto (SE)";"100330"
"2803609";"Laranjeiras (SE)";"28533"
"2803708";"Macambira (SE)";"6723"
"2803807";"Malhada dos Bois (SE)";"3610"
"2803906";"Malhador (SE)";"12501"
"2804003";"Maruim (SE)";"16998"
"2804102";"Moita Bonita (SE)";"11350"
"2804201";"Monte Alegre de Sergipe (SE)";"14513"
"2804300";"Muribeca (SE)";"7598"
"2804409";"Neópolis (SE)";"18964"
"2804458";"Nossa Senhora Aparecida (SE)";"8788"
"2804508";"Nossa Senhora da Glória (SE)";"34799"
"2804607";"Nossa Senhora das Dores (SE)";"25839"
"2804706";"Nossa Senhora de Lourdes (SE)";"6456"
"2804805";"Nossa Senhora do Socorro (SE)";"172547"
"2804904";"Pacatuba (SE)";"13896"
"2805000";"Pedra Mole (SE)";"3141"
"2805109";"Pedrinhas (SE)";"9298"
"2805208";"Pinhão (SE)";"6318"
"2805307";"Pirambu (SE)";"8877"
"2805406";"Poço Redondo (SE)";"32949"
"2805505";"Poço Verde (SE)";"23078"
"2805604";"Porto da Folha (SE)";"28237"
"2805703";"Propriá (SE)";"29467"
"2805802";"Riachão do Dantas (SE)";"19937"
"2805901";"Riachuelo (SE)";"9863"
"2806008";"Ribeirópolis (SE)";"18071"
"2806107";"Rosário do Catete (SE)";"10013"
"2806206";"Salgado (SE)";"19994"
"2806305";"Santa Luzia do Itanhy (SE)";"13628"
"2806404";"Santana do São Francisco (SE)";"7456"
"2806503";"Santa Rosa de Lima (SE)";"3886"
"2806602";"Santo Amaro das Brotas (SE)";"11899"
"2806701";"São Cristóvão (SE)";"84620"
"2806800";"São Domingos (SE)";"10801"
"2806909";"São Francisco (SE)";"3705"
"2807006";"São Miguel do Aleixo (SE)";"3859"
"2807105";"Simão Dias (SE)";"40199"
"2807204";"Siriri (SE)";"8496"
"2807303";"Telha (SE)";"3117"
"2807402";"Tobias Barreto (SE)";"50557"
"2807501";"Tomar do Geru (SE)";"13192"
"2807600";"Umbaúba (SE)";"23950"
"2900108";"Abaíra (BA)";"9132"
"2900207";"Abaré (BA)";"18989"
"2900306";"Acajutiba (BA)";"15615"
"2900355";"Adustina (BA)";"16929"
"2900405";"Água Fria (BA)";"16871"
"2900504";"Érico Cardoso (BA)";"11509"
"2900603";"Aiquara (BA)";"4767"
"2900702";"Alagoinhas (BA)";"152570"
"2900801";"Alcobaça (BA)";"23176"
"2900900";"Almadina (BA)";"6327"
"2901007";"Amargosa (BA)";"37081"
"2901106";"Amélia Rodrigues (BA)";"26477"
"2901155";"América Dourada (BA)";"16884"
"2901205";"Anagé (BA)";"20698"
"2901304";"Andaraí (BA)";"14738"
"2901353";"Andorinha (BA)";"14936"
"2901403";"Angical (BA)";"14762"
"2901502";"Anguera (BA)";"11113"
"2901601";"Antas (BA)";"18744"
"2901700";"Antônio Cardoso (BA)";"12206"
"2901809";"Antônio Gonçalves (BA)";"11973"
"2901908";"Aporá (BA)";"18976"
"2901957";"Apuarema (BA)";"7795"
"2902005";"Aracatu (BA)";"14232"
"2902054";"Araçás (BA)";"12351"
"2902104";"Araci (BA)";"55655"
"2902203";"Aramari (BA)";"11157"
"2902252";"Arataca (BA)";"11822"
"2902302";"Aratuípe (BA)";"9146"
"2902401";"Aurelino Leal (BA)";"13525"
"2902500";"Baianópolis (BA)";"13892"
"2902609";"Baixa Grande (BA)";"21174"
"2902658";"Banzaê (BA)";"12534"
"2902708";"Barra (BA)";"53361"
"2902807";"Barra da Estiva (BA)";"22409"
"2902906";"Barra do Choça (BA)";"35567"
"2903003";"Barra do Mendes (BA)";"14684"
"2903102";"Barra do Rocha (BA)";"6261"
"2903201";"Barreiras (BA)";"150896"
"2903235";"Barro Alto (BA)";"14855"
"2903276";"Barrocas (BA)";"15470"
"2903300";"Barro Preto (BA)";"6767"
"2903409";"Belmonte (BA)";"23471"
"2903508";"Belo Campo (BA)";"18539"
"2903607";"Biritinga (BA)";"15737"
"2903706";"Boa Nova (BA)";"15141"
"2903805";"Boa Vista do Tupim (BA)";"18888"
"2903904";"Bom Jesus da Lapa (BA)";"68282"
"2903953";"Bom Jesus da Serra (BA)";"10644"
"2904001";"Boninal (BA)";"14742"
"2904050";"Bonito (BA)";"16132"
"2904100";"Boquira (BA)";"22389"
"2904209";"Botuporã (BA)";"11162"
"2904308";"Brejões (BA)";"14866"
"2904407";"Brejolândia (BA)";"10545"
"2904506";"Brotas de Macaúbas (BA)";"11301"
"2904605";"Brumado (BA)";"68776"
"2904704";"Buerarema (BA)";"19311"
"2904753";"Buritirama (BA)";"21115"
"2904803";"Caatiba (BA)";"10828"
"2904852";"Cabaceiras do Paraguaçu (BA)";"18713"
"2904902";"Cachoeira (BA)";"34244"
"2905008";"Caculé (BA)";"23232"
"2905107";"Caém (BA)";"10429"
"2905156";"Caetanos (BA)";"15842"
"2905206";"Caetité (BA)";"52166"
"2905305";"Cafarnaum (BA)";"18489"
"2905404";"Cairu (BA)";"17168"
"2905503";"Caldeirão Grande (BA)";"13465"
"2905602";"Camacan (BA)";"33068"
"2905701";"Camaçari (BA)";"275575"
"2905800";"Camamu (BA)";"37207"
"2905909";"Campo Alegre de Lourdes (BA)";"29812"
"2906006";"Campo Formoso (BA)";"71507"
"2906105";"Canápolis (BA)";"10130"
"2906204";"Canarana (BA)";"26006"
"2906303";"Canavieiras (BA)";"33570"
"2906402";"Candeal (BA)";"9143"
"2906501";"Candeias (BA)";"89419"
"2906600";"Candiba (BA)";"14527"
"2906709";"Cândido Sales (BA)";"27057"
"2906808";"Cansanção (BA)";"35029"
"2906824";"Canudos (BA)";"16956"
"2906857";"Capela do Alto Alegre (BA)";"12128"
"2906873";"Capim Grosso (BA)";"28853"
"2906899";"Caraíbas (BA)";"10292"
"2906907";"Caravelas (BA)";"22328"
"2907004";"Cardeal da Silva (BA)";"9611"
"2907103";"Carinhanha (BA)";"29768"
"2907202";"Casa Nova (BA)";"70796"
"2907301";"Castro Alves (BA)";"27097"
"2907400";"Catolândia (BA)";"3420"
"2907509";"Catu (BA)";"55021"
"2907558";"Caturama (BA)";"9760"
"2907608";"Central (BA)";"18061"
"2907707";"Chorrochó (BA)";"11444"
"2907806";"Cícero Dantas (BA)";"34424"
"2907905";"Cipó (BA)";"16860"
"2908002";"Coaraci (BA)";"20620"
"2908101";"Cocos (BA)";"19281"
"2908200";"Conceição da Feira (BA)";"22226"
"2908309";"Conceição do Almeida (BA)";"18644"
"2908408";"Conceição do Coité (BA)";"67126"
"2908507";"Conceição do Jacuípe (BA)";"32761"
"2908606";"Conde (BA)";"25714"
"2908705";"Condeúba (BA)";"18359"
"2908804";"Contendas do Sincorá (BA)";"4354"
"2908903";"Coração de Maria (BA)";"23314"
"2909000";"Cordeiros (BA)";"8752"
"2909109";"Coribe (BA)";"15024"
"2909208";"Coronel João Sá (BA)";"17422"
"2909307";"Correntina (BA)";"32980"
"2909406";"Cotegipe (BA)";"14390"
"2909505";"Cravolândia (BA)";"5341"
"2909604";"Crisópolis (BA)";"21435"
"2909703";"Cristópolis (BA)";"14189"
"2909802";"Cruz das Almas (BA)";"63299"
"2909901";"Curaçá (BA)";"34725"
"2910008";"Dário Meira (BA)";"12721"
"2910057";"Dias d'Ávila (BA)";"75103"
"2910107";"Dom Basílio (BA)";"12379"
"2910206";"Dom Macedo Costa (BA)";"4127"
"2910305";"Elísio Medrado (BA)";"8426"
"2910404";"Encruzilhada (BA)";"21418"
"2910503";"Entre Rios (BA)";"42640"
"2910602";"Esplanada (BA)";"35930"
"2910701";"Euclides da Cunha (BA)";"60558"
"2910727";"Eunápolis (BA)";"110803"
"2910750";"Fátima (BA)";"18524"
"2910776";"Feira da Mata (BA)";"5908"
"2910800";"Feira de Santana (BA)";"606139"
"2910859";"Filadélfia (BA)";"17603"
"2910909";"Firmino Alves (BA)";"5744"
"2911006";"Floresta Azul (BA)";"11392"
"2911105";"Formosa do Rio Preto (BA)";"24799"
"2911204";"Gandu (BA)";"32814"
"2911253";"Gavião (BA)";"4747"
"2911303";"Gentio do Ouro (BA)";"11338"
"2911402";"Glória (BA)";"16003"
"2911501";"Gongogi (BA)";"8325"
"2911600";"Governador Mangabeira (BA)";"21125"
"2911659";"Guajeru (BA)";"9388"
"2911709";"Guanambi (BA)";"84645"
"2911808";"Guaratinga (BA)";"22583"
"2911857";"Heliópolis (BA)";"13812"
"2911907";"Iaçu (BA)";"26591"
"2912004";"Ibiassucê (BA)";"10866"
"2912103";"Ibicaraí (BA)";"24595"
"2912202";"Ibicoara (BA)";"19071"
"2912301";"Ibicuí (BA)";"16582"
"2912400";"Ibipeba (BA)";"18398"
"2912509";"Ibipitanga (BA)";"15162"
"2912608";"Ibiquera (BA)";"5158"
"2912707";"Ibirapitanga (BA)";"24059"
"2912806";"Ibirapuã (BA)";"8603"
"2912905";"Ibirataia (BA)";"18546"
"2913002";"Ibitiara (BA)";"16647"
"2913101";"Ibititá (BA)";"18752"
"2913200";"Ibotirama (BA)";"27285"
"2913309";"Ichu (BA)";"6265"
"2913408";"Igaporã (BA)";"16159"
"2913457";"Igrapiúna (BA)";"13636"
"2913507";"Iguaí (BA)";"27615"
"2913606";"Ilhéus (BA)";"184616"
"2913705";"Inhambupe (BA)";"39938"
"2913804";"Ipecaetá (BA)";"15753"
"2913903";"Ipiaú (BA)";"47178"
"2914000";"Ipirá (BA)";"62253"
"2914109";"Ipupiara (BA)";"9992"
"2914208";"Irajuba (BA)";"7471"
"2914307";"Iramaia (BA)";"11412"
"2914406";"Iraquara (BA)";"24882"
"2914505";"Irará (BA)";"29579"
"2914604";"Irecê (BA)";"72041"
"2914653";"Itabela (BA)";"30636"
"2914703";"Itaberaba (BA)";"65806"
"2914802";"Itabuna (BA)";"218124"
"2914901";"Itacaré (BA)";"26753"
"2915007";"Itaeté (BA)";"15996"
"2915106";"Itagi (BA)";"13433"
"2915205";"Itagibá (BA)";"15829"
"2915304";"Itagimirim (BA)";"7420"
"2915353";"Itaguaçu da Bahia (BA)";"14392"
"2915403";"Itaju do Colônia (BA)";"7507"
"2915502";"Itajuípe (BA)";"21884"
"2915601";"Itamaraju (BA)";"67128"
"2915700";"Itamari (BA)";"8259"
"2915809";"Itambé (BA)";"23723"
"2915908";"Itanagra (BA)";"8023"
"2916005";"Itanhém (BA)";"20735"
"2916104";"Itaparica (BA)";"22329"
"2916203";"Itapé (BA)";"10682"
"2916302";"Itapebi (BA)";"10942"
"2916401";"Itapetinga (BA)";"74652"
"2916500";"Itapicuru (BA)";"35255"
"2916609";"Itapitanga (BA)";"10799"
"2916708";"Itaquara (BA)";"8231"
"2916807";"Itarantim (BA)";"19837"
"2916856";"Itatim (BA)";"14700"
